	0	1	2	3	4	5	6
0	http://americandigest.org/wp/skyway-paradise-open/	blogs	Collection: Technorati U.S. Political Blogs 2008	[VANDERLEUN]	http://americandigest.org/wp/skyway-paradise-open/	['Monty James', 'Fred Z', 'Ralph Kinney Bennett', 'Ray Van Dune', 'Country Mouse', 'Bill In Tennessee']	[]
0	http://www.afro-netizen.com/2011/07/invisiblecapitaltebr.html	blogs	Collection: Technorati U.S. Political Blogs 2008	[Chris Rabb]	http://www.afro-netizen.com/2011/07/invisiblecapitaltebr.html	['View Blog Authority']	[]
0	https://doportugalprofundo.blogspot.com/2017/05/a-misteriosa-quinta-de-jano.html	blogs	Collection: Technorati U.S. Political Blogs 2008	[X]	https://doportugalprofundo.blogspot.com/2017/05/a-misteriosa-quinta-de-jano.html	['Publicado Por']	Goose ERROR
0	http://blog.iblamethepatriarchy.com/2015/02/10/get-stuffed/	blogs	Collection: Technorati U.S. Political Blogs 2008	[Twisty]	http://blog.iblamethepatriarchy.com/2015/02/10/get-stuffed/	[]	[]
0	https://israelmatzav.blogspot.com/2017/07/another-sabbath-massacre.html	blogs	Collection: Technorati U.S. Political Blogs 2008	[Carl in Jerusalem]	https://israelmatzav.blogspot.com/2017/07/another-sabbath-massacre.html	['Carl In Jerusalem', 'View My Complete Profile']	[]
